사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도
2021012400100087,2021년 1월 24일 11시,일요일,경기도 남양주시 와부읍,중상사고,0,1,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,73세,상해없음,승용,남,32세,경상
2021012400100118,2021년 1월 24일 13시,일요일,경기도 의왕시 청계동,중상사고,0,1,1,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,54세,상해없음,승용,남,40세,경상
2021012400100145,2021년 1월 24일 14시,일요일,경기도 안산시 상록구 양상동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,29세,경상,승용,남,58세,경상
2021012400100327,2021년 1월 24일 21시,일요일,경기도 광주시 오포읍,부상신고사고,0,0,0,2,차대사람 - 횡단중,신호위반,젖음/습기,기타,교차로 - 교차로안,승용,여,40세,상해없음,보행자,여,44세,부상신고
2021012500100102,2021년 1월 25일 09시,월요일,경기도 용인시 기흥구 보정동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,71세,상해없음,승용,여,34세,경상
2021012500100273,2021년 1월 25일 14시,월요일,경기도 화성시 청계동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,37세,상해없음,보행자,남,11세,중상
2021012500100336,2021년 1월 25일 16시,월요일,경기도 평택시 안중읍,중상사고,0,1,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,66세,기타불명,승용,남,19세,경상
2021012500100419,2021년 1월 25일 18시,월요일,경기도 부천시 상동,중상사고,0,1,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,73세,상해없음,승용,남,52세,경상
2021012600100141,2021년 1월 26일 10시,화요일,경기도 용인시 기흥구 신갈동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,여,28세,상해없음,승용,여,41세,경상
2021012600100353,2021년 1월 26일 17시,화요일,경기도 안산시 단원구 선부동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,32세,상해없음,보행자,여,12세,경상
2021012600100555,2021년 1월 26일 22시,화요일,경기도 구리시 교문동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,젖음/습기,흐림,교차로 - 교차로부근,승용,남,50세,상해없음,승용,남,39세,경상
2021012700100097,2021년 1월 27일 09시,수요일,경기도 김포시 고촌읍,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,59세,경상,승용,여,35세,경상
2021012700100193,2021년 1월 27일 13시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,50세,상해없음,보행자,남,5세,경상
2021012700100314,2021년 1월 27일 16시,수요일,경기도 포천시 가산면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,41세,상해없음,보행자,남,7세,경상
2021012700100320,2021년 1월 27일 17시,수요일,경기도 안산시 단원구 선부동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,51세,상해없음,승용,여,33세,경상
2021012700100457,2021년 1월 27일 20시,수요일,경기도 성남시 중원구 상대원동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,63세,상해없음,승용,여,29세,경상
2021012800100094,2021년 1월 28일 09시,목요일,경기도 고양시 일산서구 대화동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,적설,맑음,교차로 - 교차로부근,승용,남,57세,상해없음,승용,여,48세,경상
2021012800100162,2021년 1월 28일 11시,목요일,경기도 성남시 분당구 금곡동,경상사고,0,0,3,0,차대차 - 정면충돌,중앙선침범,적설,눈,미분류 - 미분류,승용,남,33세,상해없음,승용,남,44세,상해없음
2021012800100252,2021년 1월 28일 14시,목요일,경기도 부천시 중동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,60세,상해없음,승합,여,38세,경상
2021012800100426,2021년 1월 28일 19시,목요일,경기도 성남시 분당구 분당동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,흐림,교차로 - 교차로부근,승용,남,35세,상해없음,승용,여,38세,경상
2021012800100477,2021년 1월 28일 20시,목요일,경기도 파주시 야동동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,남,55세,상해없음,승용,남,46세,경상
2021012900100158,2021년 1월 29일 10시,금요일,경기도 용인시 기흥구 지곡동,경상사고,0,0,4,2,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,화물,남,54세,상해없음
2021012900100305,2021년 1월 29일 15시,금요일,경기도 광명시 철산동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,승용,여,47세,경상
2021012900100309,2021년 1월 29일 15시,금요일,경기도 시흥시 정왕동,경상사고,0,0,4,0,차대차 - 측면충돌,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,37세,상해없음,승용,여,36세,경상
2021012900100493,2021년 1월 29일 19시,금요일,경기도 파주시 문산읍,경상사고,0,0,3,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,43세,상해없음,승용,남,34세,경상
2021013000100107,2021년 1월 30일 11시,토요일,경기도 부천시 소사본동,경상사고,0,0,4,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,65세,상해없음,승용,남,50세,경상
2021013000100131,2021년 1월 30일 11시,토요일,경기도 고양시 일산동구 장항동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,승용,여,64세,경상
2021013000100146,2021년 1월 30일 12시,토요일,경기도 부천시 심곡동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,이륜,남,28세,상해없음,보행자,여,8세,경상
2021013000100240,2021년 1월 30일 14시,토요일,경기도 고양시 덕양구 주교동,중상사고,0,1,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,32세,경상,승합,남,53세,중상
2021013000100263,2021년 1월 30일 15시,토요일,경기도 안산시 단원구 대부북동,중상사고,0,1,4,0,차대차 - 후진중충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,45세,경상,승용,여,60세,중상
2021013000100304,2021년 1월 30일 16시,토요일,경기도 성남시 중원구 여수동,경상사고,0,0,4,0,차대차 - 측면충돌,차로위반,건조,맑음,단일로 - 기타,화물,남,33세,상해없음,승용,남,41세,경상
2021013000100399,2021년 1월 30일 18시,토요일,경기도 구리시 수택동,경상사고,0,0,4,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,승용,남,37세,경상
2021013000100445,2021년 1월 30일 20시,토요일,경기도 부천시 상동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,남,39세,상해없음
2021013000100500,2021년 1월 30일 21시,토요일,경기도 성남시 수정구 복정동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,34세,상해없음,승용,남,38세,경상
2021013100100117,2021년 1월 31일 12시,일요일,경기도 파주시 금촌동,경상사고,0,0,2,1,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,남,76세,상해없음,승용,여,27세,경상
2021013100100206,2021년 1월 31일 16시,일요일,경기도 성남시 수정구 둔전동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,기타불명,기타불명,미분류,기타불명,자전거,남,8세,중상
2021013100100209,2021년 1월 31일 16시,일요일,경기도 성남시 중원구 중앙동,경상사고,0,0,2,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,자전거,남,68세,상해없음,보행자,남,42세,경상
2021013100100228,2021년 1월 31일 16시,일요일,경기도 고양시 덕양구 대자동,경상사고,0,0,4,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,22세,경상,승용,남,29세,경상
2021013100100238,2021년 1월 31일 17시,일요일,경기도 부천시 오정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,이륜,남,61세,상해없음,보행자,남,10세,경상
2021013100100312,2021년 1월 31일 19시,일요일,경기도 의정부시 녹양동,경상사고,0,0,3,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,55세,경상
2021013100100367,2021년 1월 31일 22시,일요일,경기도 여주시 가남읍,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,경상,승용,남,41세,경상
2021020100100008,2021년 2월 1일 01시,월요일,경기도 의정부시 장암동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,화물,남,61세,상해없음,승용,남,41세,경상
2021020100100122,2021년 2월 1일 10시,월요일,경기도 용인시 수지구 동천동,경상사고,0,0,3,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,72세,상해없음,승용,여,37세,경상
2021020100100283,2021년 2월 1일 16시,월요일,경기도 구리시 인창동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,승용,여,35세,경상
2021020100100373,2021년 2월 1일 18시,월요일,경기도 남양주시 별내동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,7세,경상
2021020100100431,2021년 2월 1일 20시,월요일,경기도 김포시 장기동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,24세,상해없음,승용,남,31세,경상
2021020200100086,2021년 2월 2일 09시,화요일,경기도 화성시 기안동,경상사고,0,0,2,0,차대차 - 기타,불법유턴,건조,맑음,단일로 - 기타,화물,남,52세,상해없음,승용,여,39세,경상
2021020200100289,2021년 2월 2일 16시,화요일,경기도 광주시 곤지암읍,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,남,57세,기타불명,승용,여,31세,경상
2021020200100321,2021년 2월 2일 17시,화요일,경기도 부천시 고강동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,49세,상해없음,보행자,남,9세,경상
2021020200100455,2021년 2월 2일 21시,화요일,경기도 평택시 안중읍,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,서리/결빙,눈,교차로 - 교차로부근,승용,남,31세,상해없음,승용,여,32세,경상
2021020300100120,2021년 2월 3일 10시,수요일,경기도 용인시 기흥구 마북동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,67세,기타불명,승용,남,38세,경상
2021020300100265,2021년 2월 3일 15시,수요일,경기도 수원시 권선구 입북동,경상사고,0,0,6,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,30세,상해없음,승용,여,51세,경상
2021020300100311,2021년 2월 3일 16시,수요일,경기도 화성시 청계동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,기타불명,기타불명,미분류,기타불명,보행자,여,9세,부상신고
2021020300100391,2021년 2월 3일 18시,수요일,경기도 용인시 처인구 고림동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,29세,상해없음,승용,여,34세,경상
2021020300100517,2021년 2월 3일 21시,수요일,경기도 화성시 영천동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,젖음/습기,눈,교차로 - 교차로부근,승용,남,48세,상해없음,승용,남,40세,경상
2021020400100124,2021년 2월 4일 09시,목요일,경기도 수원시 영통구 망포동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,서리/결빙,눈,교차로 - 교차로부근,승용,여,59세,상해없음,승용,여,28세,경상
2021020400100334,2021년 2월 4일 15시,목요일,경기도 수원시 장안구 정자동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,54세,상해없음,승용,여,42세,기타불명
2021020400100420,2021년 2월 4일 17시,목요일,경기도 수원시 장안구 정자동,중상사고,0,2,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,이륜,남,65세,상해없음,승용,여,31세,경상
2021020500100218,2021년 2월 5일 13시,금요일,경기도 안산시 상록구 사동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,51세,상해없음,보행자,여,10세,경상
2021020500100321,2021년 2월 5일 15시,금요일,경기도 남양주시 평내동,경상사고,0,0,5,1,차대차 - 정면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,47세,상해없음,승용,남,59세,경상
2021020500100324,2021년 2월 5일 15시,금요일,경기도 구리시 토평동,경상사고,0,0,4,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,화물,남,54세,상해없음,승용,남,41세,경상
2021020500100373,2021년 2월 5일 17시,금요일,경기도 성남시 수정구 창곡동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,여,32세,경상
2021020500100393,2021년 2월 5일 17시,금요일,경기도 용인시 기흥구 청덕동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,젖음/습기,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,39세,경상
2021020500100432,2021년 2월 5일 18시,금요일,경기도 광주시 초월읍,경상사고,0,0,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,52세,상해없음,승용,여,53세,경상
2021020500100545,2021년 2월 5일 20시,금요일,경기도 광주시 송정동,중상사고,0,1,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,기타,교차로 - 교차로안,승용,여,56세,상해없음,보행자,여,10세,중상
2021020500100602,2021년 2월 5일 21시,금요일,경기도 성남시 분당구 운중동,경상사고,0,0,5,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 터널,승용,남,43세,상해없음,승용,남,49세,경상
2021020600100004,2021년 2월 6일 00시,토요일,경기도 수원시 권선구 세류동,중상사고,0,1,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,24세,상해없음,승용,여,36세,경상
2021020600100100,2021년 2월 6일 11시,토요일,경기도 오산시 오산동,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,40세,상해없음,승용,여,39세,경상
2021020600100182,2021년 2월 6일 13시,토요일,경기도 수원시 권선구 구운동,부상신고사고,0,0,0,1,차대차 - 추돌,불법유턴,건조,맑음,단일로 - 기타,원동기,남,38세,상해없음,승용,남,50세,상해없음
2021020600100217,2021년 2월 6일 14시,토요일,경기도 이천시 진리동,경상사고,0,0,2,0,차대차 - 기타,차로위반,건조,맑음,단일로 - 기타,승용,남,38세,상해없음,승용,여,39세,경상
2021020600100264,2021년 2월 6일 15시,토요일,경기도 남양주시 와부읍,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,승용,남,45세,경상
2021020600100389,2021년 2월 6일 19시,토요일,경기도 성남시 수정구 신흥동,중상사고,0,4,0,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,43세,중상
2021020700100151,2021년 2월 7일 14시,일요일,경기도 수원시 팔달구 우만동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,69세,기타불명,승용,남,27세,경상
2021020700100157,2021년 2월 7일 14시,일요일,경기도 안산시 단원구 신길동,경상사고,0,0,7,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,58세,기타불명,승용,남,47세,경상
2021020700100188,2021년 2월 7일 15시,일요일,경기도 평택시 군문동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,53세,상해없음,승용,여,36세,경상
2021020700100218,2021년 2월 7일 16시,일요일,경기도 평택시 안중읍,중상사고,0,2,2,1,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,59세,부상신고,승용,남,39세,중상
2021020700100253,2021년 2월 7일 17시,일요일,경기도 용인시 기흥구 고매동,경상사고,0,0,3,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승합,남,51세,상해없음,승용,남,41세,경상
2021020700100272,2021년 2월 7일 18시,일요일,경기도 안양시 동안구 비산동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,37세,상해없음,승용,남,33세,상해없음
2021020700100404,2021년 2월 7일 23시,일요일,경기도 성남시 분당구 백현동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,53세,상해없음,특수,남,46세,경상
2021020800100176,2021년 2월 8일 11시,월요일,경기도 안산시 단원구 신길동,경상사고,0,0,4,0,차대차 - 기타,안전거리미확보,건조,맑음,교차로 - 교차로안,화물,남,58세,경상,승용,여,37세,경상
2021020800100254,2021년 2월 8일 12시,월요일,경기도 양주시 광사동,경상사고,0,0,1,0,차대차 - 후진중충돌,안전운전불이행,건조,맑음,주차장 - 주차장,승용,남,45세,상해없음,승용,여,37세,상해없음
2021020800100331,2021년 2월 8일 14시,월요일,경기도 파주시 광탄면,경상사고,0,0,4,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,단일로 - 기타,승용,여,37세,상해없음,승용,남,66세,경상
2021020800100426,2021년 2월 8일 17시,월요일,경기도 안양시 동안구 평촌동,경상사고,0,0,1,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,24세,상해없음,승용,여,30세,부상신고
2021020800100430,2021년 2월 8일 17시,월요일,경기도 부천시 중동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,기타,맑음,기타 - 기타,승용,남,47세,상해없음,승용,여,38세,경상
2021020800100479,2021년 2월 8일 18시,월요일,경기도 의왕시 내손동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승합,남,65세,상해없음,보행자,남,10세,경상
2021020900100287,2021년 2월 9일 13시,화요일,경기도 의정부시 신곡동,중상사고,0,5,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,남,73세,상해없음,승용,남,34세,중상
2021020900100350,2021년 2월 9일 15시,화요일,경기도 평택시 팽성읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,19세,상해없음,승용,남,46세,경상
2021020900100355,2021년 2월 9일 15시,화요일,경기도 광주시 역동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,맑음,기타 - 기타,승용,남,57세,상해없음,승용,여,33세,경상
2021020900100358,2021년 2월 9일 15시,화요일,경기도 수원시 권선구 권선동,경상사고,0,0,3,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,교차로 - 교차로부근,승용,여,61세,상해없음,승용,여,39세,경상
2021020900100562,2021년 2월 9일 19시,화요일,경기도 광주시 초월읍,중상사고,0,2,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,70세,상해없음,보행자,여,34세,중상
2021021000100135,2021년 2월 10일 09시,수요일,경기도 포천시 소흘읍,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,건설기계,남,49세,상해없음,승합,남,72세,경상
2021021000100283,2021년 2월 10일 13시,수요일,경기도 남양주시 진접읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,71세,상해없음,보행자,남,9세,중상
2021021000100306,2021년 2월 10일 14시,수요일,경기도 화성시 안녕동,경상사고,0,0,3,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승합,남,56세,상해없음,승용,여,27세,경상
2021021000100421,2021년 2월 10일 16시,수요일,경기도 남양주시 별내동,경상사고,0,0,2,0,차대차 - 추돌,안전운전불이행,건조,흐림,단일로 - 기타,승용,남,73세,상해없음,승용,여,29세,경상
2021021000100569,2021년 2월 10일 19시,수요일,경기도 화성시 반송동,중상사고,0,1,5,0,차대차 - 측면충돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,47세,경상,승용,여,30세,중상
2021021000100688,2021년 2월 10일 21시,수요일,경기도 의왕시 오전동,중상사고,0,1,4,0,차대차 - 정면충돌,중앙선침범,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,여,30세,상해없음
2021021100100111,2021년 2월 11일 12시,목요일,경기도 용인시 처인구 포곡읍,경상사고,0,0,3,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,64세,상해없음,승용,여,38세,경상
2021021100100152,2021년 2월 11일 13시,목요일,경기도 구리시 갈매동,경상사고,0,0,3,0,차대차 - 측면충돌,신호위반,건조,맑음,단일로 - 기타,승용,남,27세,상해없음,승용,남,46세,경상
2021021100100157,2021년 2월 11일 14시,목요일,경기도 광주시 중대동,경상사고,0,0,4,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,50세,상해없음,승용,남,40세,경상
2021021100100239,2021년 2월 11일 18시,목요일,경기도 평택시 고덕면,중상사고,0,1,5,1,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,60세,부상신고,승용,남,38세,경상
2021021100100258,2021년 2월 11일 18시,목요일,경기도 남양주시 호평동,경상사고,0,0,3,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,62세,상해없음,승용,남,45세,경상
2021021100100311,2021년 2월 11일 20시,목요일,경기도 고양시 일산동구 풍동,경상사고,0,0,3,0,차대차 - 추돌,불법유턴,건조,맑음,교차로 - 교차로부근,승용,남,59세,상해없음,승용,남,36세,경상
2021021200100040,2021년 2월 12일 09시,금요일,경기도 용인시 처인구 삼가동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,승용,남,46세,경상
2021021200100061,2021년 2월 12일 11시,금요일,경기도 광주시 오포읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,38세,기타불명,승용,남,39세,상해없음
2021021200100093,2021년 2월 12일 13시,금요일,경기도 용인시 처인구 이동읍,중상사고,0,1,7,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,39세,경상,승용,남,60세,경상
2021021200100113,2021년 2월 12일 14시,금요일,경기도 부천시 춘의동,경상사고,0,0,5,0,차대차 - 추돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,51세,상해없음,승용,남,54세,경상
2021021200100152,2021년 2월 12일 16시,금요일,경기도 안성시 일죽면,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,69세,상해없음,자전거,남,9세,부상신고
2021021200100172,2021년 2월 12일 17시,금요일,경기도 양평군 용문면,중상사고,0,2,0,0,차대차 - 추돌,안전거리미확보,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,승용,여,44세,중상
2021021200100240,2021년 2월 12일 20시,금요일,경기도 고양시 일산서구 법곳동,중상사고,0,3,1,0,차대차 - 추돌,기타,건조,맑음,단일로 - 기타,승용,남,29세,상해없음,승용,남,43세,중상
2021021200100248,2021년 2월 12일 21시,금요일,경기도 오산시 가수동,경상사고,0,0,3,0,차대차 - 추돌,안전거리미확보,건조,흐림,단일로 - 기타,승용,남,40세,상해없음,승용,남,36세,경상
2021021200100261,2021년 2월 12일 21시,금요일,경기도 고양시 덕양구 대자동,중상사고,0,3,1,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,26세,상해없음,승용,남,47세,중상
2021021300100008,2021년 2월 13일 01시,토요일,경기도 부천시 소사본동,중상사고,0,4,0,0,차대차 - 정면충돌,신호위반,건조,맑음,교차로 - 교차로안,승용,남,52세,기타불명,승용,남,40세,중상
2021021300100180,2021년 2월 13일 15시,토요일,경기도 양주시 고읍동,경상사고,0,0,3,0,차대차 - 기타,안전거리미확보,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,승용,여,29세,상해없음
2021021300100189,2021년 2월 13일 16시,토요일,경기도 오산시 원동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,52세,상해없음,보행자,여,6세,중상
2021021300100209,2021년 2월 13일 16시,토요일,경기도 남양주시 호평동,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,48세,상해없음,보행자,여,7세,경상
2021021300100210,2021년 2월 13일 16시,토요일,경기도 파주시 금릉동,경상사고,0,0,4,0,차대차 - 기타,직진우회전진행방해,건조,맑음,교차로 - 교차로안,승용,남,54세,상해없음,승용,남,30세,경상
2021021300100216,2021년 2월 13일 17시,토요일,경기도 광주시 쌍령동,부상신고사고,0,0,0,1,차량단독 - 공작물충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승합,남,65세,상해없음,,,,
2021021500100111,2021년 2월 15일 10시,월요일,경기도 고양시 덕양구 행주외동,경상사고,0,0,4,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,특수,남,56세,상해없음,승용,남,38세,경상
2021021500100161,2021년 2월 15일 12시,월요일,경기도 양주시 광적면,중상사고,0,1,2,0,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로안,화물,남,81세,상해없음,승합,남,51세,중상
2021021500100170,2021년 2월 15일 13시,월요일,경기도 하남시 풍산동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,54세,상해없음,자전거,여,9세,경상
2021021500100234,2021년 2월 15일 15시,월요일,경기도 김포시 장기동,부상신고사고,0,0,0,1,차대차 - 기타,불법유턴,건조,맑음,교차로 - 교차로횡단보도내,자전거,남,12세,부상신고,승용,여,54세,상해없음
2021021500100236,2021년 2월 15일 15시,월요일,경기도 화성시 병점동,중상사고,0,2,4,1,차대차 - 기타,신호위반,건조,맑음,교차로 - 교차로안,승용,남,64세,부상신고,승합,남,47세,경상
2021021500100292,2021년 2월 15일 16시,월요일,경기도 구리시 인창동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,22세,상해없음,자전거,여,9세,부상신고
