,사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,어린이보호구역
1262,2.01803E+15,2018년 3월 24일 17시,토요일,경기도 광주시 오포읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,이륜,남,52세,상해없음,보행자,여,8,중상,0
1263,2.01803E+15,2018년 3월 25일 13시,일요일,경기도 성남시 수정구 단대동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,48세,상해없음,보행자,남,9,경상,0
1264,2.01803E+15,2018년 3월 25일 14시,일요일,경기도 구리시 갈매동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,63세,상해없음,자전거,남,11,경상,0
1265,2.01803E+15,2018년 3월 25일 17시,일요일,경기도 남양주시 퇴계원면,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,화물,남,58세,상해없음,보행자,여,8,경상,0
1266,2.01803E+15,2018년 3월 25일 18시,일요일,경기도 남양주시 별내동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,60세,상해없음,보행자,남,12,경상,0
1267,2.01803E+15,2018년 3월 25일 18시,일요일,경기도 양주시 덕계동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,26세,상해없음,보행자,남,9,경상,0
1268,2.01803E+15,2018년 3월 26일 16시,월요일,경기도 양주시 옥정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,기타불명,기타불명,미분류,기타불명,보행자,여,11,경상,0
1269,2.01803E+15,2018년 3월 27일 08시,화요일,경기도 군포시 당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,35세,상해없음,보행자,여,8,경상,0
1270,2.01803E+15,2018년 3월 27일 12시,화요일,경기도 이천시 창전동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,45세,상해없음,보행자,남,7,경상,0
1271,2.01803E+15,2018년 3월 27일 14시,화요일,경기도 수원시 장안구 정자동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,특수,남,58세,상해없음,보행자,여,10,중상,0
1272,2.01803E+15,2018년 3월 27일 16시,화요일,경기도 부천시 송내동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,56세,상해없음,보행자,남,12,경상,0
1273,2.01803E+15,2018년 3월 27일 16시,화요일,경기도 화성시 정남면,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,55세,상해없음,보행자,남,5,경상,0
1274,2.01803E+15,2018년 3월 27일 16시,화요일,경기도 남양주시 화도읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,44세,상해없음,보행자,여,7,중상,0
1275,2.01803E+15,2018년 3월 27일 18시,화요일,경기도 안산시 단원구 선부동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,25세,상해없음,보행자,여,11,경상,0
1276,2.01803E+15,2018년 3월 28일 08시,수요일,경기도 고양시 일산서구 탄현동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,55세,상해없음,보행자,여,9,중상,0
1277,2.01803E+15,2018년 3월 28일 14시,수요일,경기도 수원시 권선구 서둔동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,40세,상해없음,보행자,남,6,중상,0
1278,2.01803E+15,2018년 3월 29일 13시,목요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,42세,상해없음,보행자,남,8,경상,0
1279,2.01803E+15,2018년 3월 30일 15시,금요일,경기도 성남시 중원구 상대원동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,37세,상해없음,보행자,남,9,부상신고,0
1280,2.01803E+15,2018년 3월 30일 16시,금요일,경기도 화성시 병점동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,32세,상해없음,보행자,여,6,중상,1
1281,2.01803E+15,2018년 3월 30일 16시,금요일,경기도 화성시 청계동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,교차로 - 교차로부근,자전거,남,8세,기타불명,보행자,여,5,경상,0
1282,2.01803E+15,2018년 3월 30일 18시,금요일,경기도 이천시 부발읍,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승합,남,42세,상해없음,보행자,남,10,중상,0
1283,2.01803E+15,2018년 3월 30일 18시,금요일,경기도 광주시 탄벌동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,53세,상해없음,보행자,여,9,경상,1
1284,2.01803E+15,2018년 3월 30일 18시,금요일,경기도 부천시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,화물,남,37세,상해없음,보행자,남,11,경상,0
1285,2.01803E+15,2018년 3월 31일 12시,토요일,경기도 고양시 덕양구 행주내동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,49세,상해없음,보행자,여,5,경상,0
1286,2.01803E+15,2018년 3월 31일 14시,토요일,경기도 시흥시 미산동,경상사고,0,0,1,0,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,25세,상해없음,자전거,남,11,경상,0
1287,2.01803E+15,2018년 3월 31일 18시,토요일,경기도 파주시 야당동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,47세,상해없음,보행자,남,5,중상,0
1288,2.01804E+15,2018년 4월 1일 10시,일요일,경기도 남양주시 조안면,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,자전거,남,49세,경상,보행자,남,5,부상신고,0
1289,2.01804E+15,2018년 4월 1일 13시,일요일,경기도 의왕시 오전동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,남,9,부상신고,0
1290,2.01804E+15,2018년 4월 1일 15시,일요일,경기도 시흥시 신천동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,33세,상해없음,보행자,남,6,경상,0
1291,2.01804E+15,2018년 4월 2일 18시,월요일,경기도 성남시 중원구 상대원동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,43세,상해없음,자전거,남,8,경상,0
1292,2.01804E+15,2018년 4월 2일 19시,월요일,경기도 동두천시 지행동,부상신고사고,0,0,0,1,차대차 - 측면충돌,신호위반,건조,맑음,교차로 - 교차로횡단보도내,원동기,남,49세,상해없음,자전거,남,11,부상신고,0
1293,2.01804E+15,2018년 4월 3일 15시,화요일,경기도 수원시 장안구 송죽동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,보행자,남,10,경상,0
1294,2.01804E+15,2018년 4월 4일 16시,수요일,경기도 용인시 수지구 풍덕천동,경상사고,0,0,1,0,차대차 - 기타,기타,건조,맑음,단일로 - 기타,승용,여,39세,상해없음,자전거,여,8,경상,1
1295,2.01804E+15,2018년 4월 4일 17시,수요일,경기도 이천시 창전동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,59세,상해없음,보행자,여,9,중상,0
1296,2.01804E+15,2018년 4월 5일 19시,목요일,경기도 고양시 일산동구 문봉동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,37세,상해없음,보행자,여,9,경상,0
1297,2.01804E+15,2018년 4월 6일 14시,금요일,경기도 용인시 수지구 동천동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,55세,상해없음,보행자,남,7,경상,0
1298,2.01804E+15,2018년 4월 7일 09시,토요일,경기도 성남시 분당구 야탑동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,53세,상해없음,보행자,여,12,중상,0
1299,2.01804E+15,2018년 4월 7일 15시,토요일,경기도 광주시 경안동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,43세,상해없음,보행자,남,5,중상,0
1300,2.01804E+15,2018년 4월 7일 18시,토요일,경기도 부천시 송내동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,45세,기타불명,보행자,여,12,경상,0
1301,2.01804E+15,2018년 4월 8일 12시,일요일,경기도 고양시 일산서구 덕이동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,56세,상해없음,보행자,남,10,경상,0
1302,2.01804E+15,2018년 4월 8일 13시,일요일,경기도 성남시 중원구 중앙동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,61세,상해없음,보행자,남,9,부상신고,0
1303,2.01804E+15,2018년 4월 9일 16시,월요일,경기도 시흥시 정왕동,사망사고,1,0,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,42세,상해없음,보행자,남,6,사망,0
1304,2.01804E+15,2018년 4월 9일 16시,월요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 기타,기타,건조,맑음,기타 - 기타,승용,여,57세,상해없음,보행자,남,3,경상,0
1305,2.01804E+15,2018년 4월 9일 16시,월요일,경기도 의정부시 신곡동,중상사고,0,1,0,0,차대사람 - 횡단중,교차로운행방법위반,건조,맑음,교차로 - 교차로부근,승용,여,35세,상해없음,보행자,남,3,중상,0
1306,2.01804E+15,2018년 4월 9일 17시,월요일,경기도 성남시 분당구 구미동,중상사고,0,1,0,0,차대차 - 기타,신호위반,건조,맑음,기타 - 기타,승용,여,32세,상해없음,자전거,남,10,중상,0
1307,2.01804E+15,2018년 4월 10일 15시,화요일,경기도 과천시 문원동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,36세,상해없음,보행자,남,5,경상,0
1308,2.01804E+15,2018년 4월 10일 18시,화요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,54세,상해없음,보행자,남,10,경상,0
1309,2.01804E+15,2018년 4월 11일 09시,수요일,경기도 화성시 향남읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,67세,상해없음,보행자,남,4,경상,0
1310,2.01804E+15,2018년 4월 11일 13시,수요일,경기도 안성시 공도읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,58세,상해없음,보행자,남,9,경상,0
1311,2.01804E+15,2018년 4월 11일 16시,수요일,경기도 광명시 하안동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,56세,상해없음,보행자,남,7,경상,0
1312,2.01804E+15,2018년 4월 11일 16시,수요일,경기도 남양주시 화도읍,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 지하차도(도로)내,승용,여,35세,상해없음,보행자,여,8,경상,0
1313,2.01804E+15,2018년 4월 11일 17시,수요일,경기도 평택시 진위면,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,57세,상해없음,보행자,남,12,중상,0
1314,2.01804E+15,2018년 4월 11일 17시,수요일,경기도 화성시 기안동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,이륜,남,17세,상해없음,보행자,여,8,경상,0
1315,2.01804E+15,2018년 4월 11일 19시,수요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,55세,상해없음,보행자,여,7,경상,0
1316,2.01804E+15,2018년 4월 12일 16시,목요일,경기도 평택시 청북읍,경상사고,0,0,1,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,45세,상해없음,보행자,남,9,경상,0
1317,2.01804E+15,2018년 4월 12일 16시,목요일,경기도 화성시 남양읍,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,여,51세,상해없음,보행자,남,7,경상,1
1318,2.01804E+15,2018년 4월 12일 16시,목요일,경기도 파주시 문산읍,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,62세,상해없음,보행자,남,10,중상,0
1319,2.01804E+15,2018년 4월 12일 18시,목요일,경기도 부천시 원미동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,34세,상해없음,보행자,여,10,경상,0
1320,2.01804E+15,2018년 4월 12일 19시,목요일,경기도 양주시 회정동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,31세,상해없음,보행자,여,11,경상,0
1321,2.01804E+15,2018년 4월 13일 16시,금요일,경기도 수원시 팔달구 화서동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,여,11,경상,0
1322,2.01804E+15,2018년 4월 13일 16시,금요일,경기도 광명시 철산동,부상신고사고,0,0,0,1,차대사람 - 길가장자리구역통행중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,보행자,여,8,부상신고,0
1323,2.01804E+15,2018년 4월 13일 16시,금요일,경기도 군포시 금정동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,여,41세,상해없음,보행자,여,7,경상,0
1324,2.01804E+15,2018년 4월 13일 16시,금요일,경기도 포천시 소흘읍,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,화물,남,55세,상해없음,보행자,여,10,중상,0
1325,2.01804E+15,2018년 4월 13일 17시,금요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,여,47세,상해없음,보행자,남,8,경상,0
1326,2.01804E+15,2018년 4월 13일 18시,금요일,경기도 화성시 청계동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,49세,상해없음,보행자,남,8,경상,0
1327,2.01804E+15,2018년 4월 13일 18시,금요일,경기도 안산시 상록구 사동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로횡단보도내,승용,남,22세,상해없음,보행자,여,12,경상,0
1328,2.01804E+15,2018년 4월 15일 10시,일요일,경기도 안양시 동안구 평촌동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,안전운전불이행,건조,흐림,기타 - 기타,자전거,기타불명,미분류,기타불명,보행자,남,12,부상신고,0
1329,2.01804E+15,2018년 4월 15일 11시,일요일,경기도 하남시 덕풍동,부상신고사고,0,0,0,1,차대차 - 기타,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,남,44세,상해없음,자전거,남,8,부상신고,0
1330,2.01804E+15,2018년 4월 15일 15시,일요일,경기도 시흥시 거모동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,28세,상해없음,보행자,여,8,중상,0
1331,2.01804E+15,2018년 4월 16일 09시,월요일,경기도 부천시 송내동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,남,64세,상해없음,보행자,여,6,경상,0
1332,2.01804E+15,2018년 4월 16일 17시,월요일,경기도 남양주시 호평동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,35세,상해없음,보행자,남,11,경상,0
1333,2.01804E+15,2018년 4월 17일 14시,화요일,경기도 평택시 서정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,58세,상해없음,보행자,여,10,경상,0
1334,2.01804E+15,2018년 4월 17일 14시,화요일,경기도 용인시 기흥구 영덕동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,기타 - 기타,승용,남,28세,상해없음,보행자,여,9,경상,0
1335,2.01804E+15,2018년 4월 17일 15시,화요일,경기도 광주시 오포읍,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,65세,상해없음,보행자,여,11,중상,0
1336,2.01804E+15,2018년 4월 17일 16시,화요일,경기도 의정부시 녹양동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,63세,상해없음,보행자,여,9,중상,0
1337,2.01804E+15,2018년 4월 18일 08시,수요일,경기도 평택시 신장동,중상사고,0,1,0,0,차대사람 - 횡단중,기타,건조,맑음,단일로 - 기타,승합,남,44세,상해없음,보행자,남,6,중상,0
1338,2.01804E+15,2018년 4월 18일 13시,수요일,경기도 용인시 기흥구 보라동,중상사고,0,1,0,0,차대사람 - 보도통행중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,여,41세,상해없음,보행자,남,8,중상,0
1339,2.01804E+15,2018년 4월 18일 16시,수요일,경기도 안양시 동안구 호계동,경상사고,0,0,1,0,차대차 - 측면충돌,교차로운행방법위반,건조,맑음,교차로 - 교차로안,승용,여,43세,상해없음,자전거,남,12,경상,0
1340,2.01804E+15,2018년 4월 18일 16시,수요일,경기도 안산시 단원구 신길동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,35세,상해없음,자전거,남,12,경상,0
1341,2.01804E+15,2018년 4월 19일 08시,목요일,경기도 화성시 병점동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로횡단보도내,승용,남,39세,상해없음,보행자,남,6,중상,1
1342,2.01804E+15,2018년 4월 19일 08시,목요일,경기도 부천시 중동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,교차로 - 교차로부근,기타불명,기타불명,미분류,기타불명,자전거,남,10,경상,0
1343,2.01804E+15,2018년 4월 19일 08시,목요일,경기도 의정부시 호원동,경상사고,0,0,1,0,차대사람 - 횡단중,신호위반,건조,맑음,교차로 - 교차로부근,승용,남,21세,상해없음,보행자,여,5,경상,0
1344,2.01804E+15,2018년 4월 19일 15시,목요일,경기도 평택시 팽성읍,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,건조,맑음,기타 - 기타,승용,여,41세,상해없음,자전거,남,10,경상,0
1345,2.01804E+15,2018년 4월 19일 15시,목요일,경기도 김포시 장기동,중상사고,0,1,0,0,차대사람 - 횡단중,신호위반,건조,맑음,단일로 - 기타,승용,여,58세,상해없음,보행자,남,6,중상,0
1346,2.01804E+15,2018년 4월 19일 16시,목요일,경기도 수원시 영통구 망포동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,32세,상해없음,보행자,남,5,부상신고,0
1347,2.01804E+15,2018년 4월 19일 17시,목요일,경기도 남양주시 진접읍,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,31세,상해없음,자전거,남,6,경상,0
1348,2.01804E+15,2018년 4월 19일 18시,목요일,경기도 시흥시 정왕동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,37세,상해없음,보행자,남,5,경상,0
1349,2.01804E+15,2018년 4월 20일 15시,금요일,경기도 김포시 사우동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,화물,남,61세,상해없음,보행자,남,8,경상,0
1350,2.01804E+15,2018년 4월 20일 15시,금요일,경기도 안산시 상록구 본오동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,56세,상해없음,보행자,여,7,중상,1
1351,2.01804E+15,2018년 4월 20일 16시,금요일,경기도 하남시 망월동,부상신고사고,0,0,0,1,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,33세,상해없음,보행자,남,5,부상신고,0
1352,2.01804E+15,2018년 4월 20일 17시,금요일,경기도 화성시 반송동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,31세,상해없음,보행자,남,5,중상,0
1353,2.01804E+15,2018년 4월 20일 19시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,기타 - 기타,원동기,남,37세,상해없음,보행자,여,9,경상,0
1354,2.01804E+15,2018년 4월 21일 12시,토요일,경기도 안산시 상록구 본오동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,16세,상해없음,보행자,남,8,경상,1
1355,2.01804E+15,2018년 4월 21일 14시,토요일,경기도 평택시 세교동,중상사고,0,1,0,0,차대사람 - 기타,중앙선침범,건조,맑음,단일로 - 기타,승용,남,52세,상해없음,보행자,여,9,중상,0
1356,2.01804E+15,2018년 4월 23일 08시,월요일,경기도 안산시 상록구 일동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,젖음/습기,비,단일로 - 기타,승용,남,45세,상해없음,보행자,여,7,중상,0
1357,2.01804E+15,2018년 4월 23일 16시,월요일,경기도 화성시 매송면,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,젖음/습기,비,교차로 - 교차로안,승용,남,42세,상해없음,보행자,남,10,경상,1
1358,2.01804E+15,2018년 4월 23일 17시,월요일,경기도 남양주시 별내동,경상사고,0,0,1,0,차대사람 - 기타,신호위반,젖음/습기,비,교차로 - 교차로횡단보도내,승합,남,55세,상해없음,보행자,남,9,경상,1
1359,2.01804E+15,2018년 4월 24일 09시,화요일,경기도 부천시 원종동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,59세,상해없음,보행자,남,5,중상,0
1360,2.01804E+15,2018년 4월 24일 15시,화요일,경기도 양평군 용문면,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,흐림,교차로 - 교차로횡단보도내,승용,남,79세,기타불명,보행자,여,8,경상,0
1361,2.01804E+15,2018년 4월 24일 15시,화요일,경기도 안산시 단원구 선부동,사망사고,1,0,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승합,여,50세,상해없음,보행자,여,6,사망,1
1362,2.01804E+15,2018년 4월 24일 15시,화요일,경기도 성남시 중원구 상대원동,경상사고,0,0,1,0,차대사람 - 차도통행중,보행자보호의무위반,건조,맑음,단일로 - 기타,이륜,남,26세,상해없음,보행자,남,8,경상,1
1363,2.01804E+15,2018년 4월 24일 19시,화요일,경기도 안양시 동안구 평촌동,경상사고,0,0,1,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,교차로 - 교차로안,승용,남,55세,상해없음,보행자,여,12,경상,0
1364,2.01804E+15,2018년 4월 24일 19시,화요일,경기도 시흥시 정왕동,경상사고,0,0,3,0,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,화물,남,24세,상해없음,보행자,여,9,경상,0
1365,2.01804E+15,2018년 4월 25일 08시,수요일,경기도 수원시 권선구 세류동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,단일로 - 기타,승용,여,46세,상해없음,보행자,여,10,중상,1
1366,2.01804E+15,2018년 4월 26일 08시,목요일,경기도 의정부시 호원동,중상사고,0,1,0,0,차대사람 - 기타,신호위반,건조,맑음,교차로 - 교차로안,이륜,남,31세,상해없음,보행자,남,8,중상,0
1367,2.01804E+15,2018년 4월 26일 14시,목요일,경기도 화성시 병점동,부상신고사고,0,0,0,2,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승합,남,69세,상해없음,보행자,남,11,부상신고,0
1368,2.01804E+15,2018년 4월 26일 15시,목요일,경기도 용인시 기흥구 구갈동,경상사고,0,0,1,0,차대사람 - 기타,보행자보호의무위반,건조,맑음,교차로 - 교차로안,승용,남,53세,상해없음,보행자,남,9,경상,1
1369,2.01804E+15,2018년 4월 26일 15시,목요일,경기도 고양시 덕양구 화정동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,47세,상해없음,보행자,남,7,경상,0
1370,2.01804E+15,2018년 4월 26일 18시,목요일,경기도 성남시 중원구 금광동,중상사고,0,1,0,0,차대사람 - 횡단중,안전운전불이행,건조,맑음,단일로 - 기타,승용,남,41세,상해없음,보행자,남,8,중상,0
1371,2.01804E+15,2018년 4월 26일 18시,목요일,경기도 양주시 덕정동,중상사고,0,1,0,0,차대사람 - 차도통행중,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,41세,상해없음,보행자,남,10,중상,0
1372,2.01804E+15,2018년 4월 26일 19시,목요일,경기도 이천시 창전동,경상사고,0,0,1,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,단일로 - 기타,승용,남,46세,상해없음,보행자,남,7,경상,1
1373,2.01804E+15,2018년 4월 27일 13시,금요일,경기도 군포시 당동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,교차로 - 교차로부근,승용,여,29세,상해없음,보행자,남,8,경상,0
1374,2.01804E+15,2018년 4월 27일 16시,금요일,경기도 부천시 중동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,건조,맑음,기타 - 기타,이륜,남,28세,상해없음,보행자,여,8,경상,0
1375,2.01804E+15,2018년 4월 27일 16시,금요일,경기도 광명시 철산동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,건조,맑음,기타 - 기타,승용,여,49세,상해없음,보행자,남,5,부상신고,0
1376,2.01804E+15,2018년 4월 27일 18시,금요일,경기도 수원시 영통구 매탄동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,건조,맑음,단일로 - 기타,승용,여,33세,상해없음,보행자,남,12,경상,0
1377,2.01804E+15,2018년 4월 28일 12시,토요일,경기도 성남시 수정구 신흥동,중상사고,0,1,0,0,차대사람 - 횡단중,보행자보호의무위반,건조,맑음,교차로 - 교차로부근,승용,남,22세,상해없음,보행자,남,10,중상,0
